region,date,confirm
Saarland,2021-02-03,124
Sachsen,2021-02-03,447
Sachsen-Anhalt,2021-02-03,276
Schleswig-Holstein,2021-02-03,230
Thüringen,2021-02-03,472
Baden-Württemberg,2021-02-04,850
Bayern,2021-02-04,1202
Berlin,2021-02-04,317
Brandenburg,2021-02-04,246
Bremen,2021-02-04,35
Hamburg,2021-02-04,76
Hessen,2021-02-04,570
Mecklenburg-Vorpommern,2021-02-04,139
Niedersachsen,2021-02-04,628
Nordrhein-Westfalen,2021-02-04,1292
Rheinland-Pfalz,2021-02-04,360
Saarland,2021-02-04,109
Sachsen,2021-02-04,388
Sachsen-Anhalt,2021-02-04,247
Schleswig-Holstein,2021-02-04,235
Thüringen,2021-02-04,392
Baden-Württemberg,2021-02-05,753
Bayern,2021-02-05,1018
Berlin,2021-02-05,261
Brandenburg,2021-02-05,252
Bremen,2021-02-05,33
Hamburg,2021-02-05,89
Hessen,2021-02-05,498
Mecklenburg-Vorpommern,2021-02-05,135
Niedersachsen,2021-02-05,576
Nordrhein-Westfalen,2021-02-05,1190
Rheinland-Pfalz,2021-02-05,323
Saarland,2021-02-05,118
Sachsen,2021-02-05,361
Sachsen-Anhalt,2021-02-05,252
Schleswig-Holstein,2021-02-05,186
Thüringen,2021-02-05,338
Baden-Württemberg,2021-02-06,769
Bayern,2021-02-06,974
Berlin,2021-02-06,142
Brandenburg,2021-02-06,206
Bremen,2021-02-06,46
Hamburg,2021-02-06,68
Hessen,2021-02-06,455
Mecklenburg-Vorpommern,2021-02-06,103
Niedersachsen,2021-02-06,546
Nordrhein-Westfalen,2021-02-06,1025
Rheinland-Pfalz,2021-02-06,241
Saarland,2021-02-06,81
Sachsen,2021-02-06,261
Sachsen-Anhalt,2021-02-06,194
Schleswig-Holstein,2021-02-06,197
Thüringen,2021-02-06,225
Baden-Württemberg,2021-02-07,326
Bayern,2021-02-07,435
Berlin,2021-02-07,20
Brandenburg,2021-02-07,89
Bremen,2021-02-07,26
Hamburg,2021-02-07,67
Hessen,2021-02-07,148
Mecklenburg-Vorpommern,2021-02-07,51
Niedersachsen,2021-02-07,194
Nordrhein-Westfalen,2021-02-07,416
Rheinland-Pfalz,2021-02-07,148
Saarland,2021-02-07,27
Sachsen,2021-02-07,109
Sachsen-Anhalt,2021-02-07,99
Schleswig-Holstein,2021-02-07,90
Thüringen,2021-02-07,92
Baden-Württemberg,2021-02-08,351
Bayern,2021-02-08,337
Berlin,2021-02-08,291
Brandenburg,2021-02-08,138
Bremen,2021-02-08,9
Hamburg,2021-02-08,90
Hessen,2021-02-08,187
Mecklenburg-Vorpommern,2021-02-08,62
Niedersachsen,2021-02-08,227
Nordrhein-Westfalen,2021-02-08,548
Rheinland-Pfalz,2021-02-08,176
Saarland,2021-02-08,49
Sachsen,2021-02-08,155
Sachsen-Anhalt,2021-02-08,120
Schleswig-Holstein,2021-02-08,112
Thüringen,2021-02-08,169
Baden-Württemberg,2021-02-09,743
Bayern,2021-02-09,1043
Berlin,2021-02-09,332
Brandenburg,2021-02-09,225
Bremen,2021-02-09,40
Hamburg,2021-02-09,80
Hessen,2021-02-09,443
Mecklenburg-Vorpommern,2021-02-09,150
Niedersachsen,2021-02-09,564
Nordrhein-Westfalen,2021-02-09,1003
Rheinland-Pfalz,2021-02-09,301
Saarland,2021-02-09,98
Sachsen,2021-02-09,378
Sachsen-Anhalt,2021-02-09,149
Schleswig-Holstein,2021-02-09,211
Thüringen,2021-02-09,205
Baden-Württemberg,2021-02-10,805
Bayern,2021-02-10,1162
Berlin,2021-02-10,311
Brandenburg,2021-02-10,324
Bremen,2021-02-10,38
Hamburg,2021-02-10,74
Hessen,2021-02-10,539
Mecklenburg-Vorpommern,2021-02-10,123
Niedersachsen,2021-02-10,724
Nordrhein-Westfalen,2021-02-10,1141
Rheinland-Pfalz,2021-02-10,314
Saarland,2021-02-10,89
Sachsen,2021-02-10,348
Sachsen-Anhalt,2021-02-10,223
Schleswig-Holstein,2021-02-10,228
Thüringen,2021-02-10,240
Baden-Württemberg,2021-02-11,697
Bayern,2021-02-11,958
Berlin,2021-02-11,284
Brandenburg,2021-02-11,248
Bremen,2021-02-11,36
Hamburg,2021-02-11,84
Hessen,2021-02-11,455
Mecklenburg-Vorpommern,2021-02-11,125
Niedersachsen,2021-02-11,597
Nordrhein-Westfalen,2021-02-11,1102
Rheinland-Pfalz,2021-02-11,310
Saarland,2021-02-11,84
Sachsen,2021-02-11,331
Sachsen-Anhalt,2021-02-11,206
Schleswig-Holstein,2021-02-11,217
Thüringen,2021-02-11,381
Baden-Württemberg,2021-02-12,653
Bayern,2021-02-12,879
Berlin,2021-02-12,255
Brandenburg,2021-02-12,209
Bremen,2021-02-12,32
Hamburg,2021-02-12,89
Hessen,2021-02-12,413
Mecklenburg-Vorpommern,2021-02-12,113
Niedersachsen,2021-02-12,659
Nordrhein-Westfalen,2021-02-12,1026
Rheinland-Pfalz,2021-02-12,253
Saarland,2021-02-12,76
Sachsen,2021-02-12,275
Sachsen-Anhalt,2021-02-12,197
Schleswig-Holstein,2021-02-12,178
Thüringen,2021-02-12,305
Baden-Württemberg,2021-02-13,456
Bayern,2021-02-13,616
Berlin,2021-02-13,79
Brandenburg,2021-02-13,197
Bremen,2021-02-13,32
Hamburg,2021-02-13,56
Hessen,2021-02-13,277
Mecklenburg-Vorpommern,2021-02-13,99
Niedersachsen,2021-02-13,395
Nordrhein-Westfalen,2021-02-13,821
Rheinland-Pfalz,2021-02-13,176
Saarland,2021-02-13,47
Sachsen,2021-02-13,209
Sachsen-Anhalt,2021-02-13,197
Schleswig-Holstein,2021-02-13,141
Thüringen,2021-02-13,205
Baden-Württemberg,2021-02-14,278
Bayern,2021-02-14,497
Berlin,2021-02-14,28
Brandenburg,2021-02-14,109
Bremen,2021-02-14,41
Hamburg,2021-02-14,76
Hessen,2021-02-14,174
Mecklenburg-Vorpommern,2021-02-14,48
Niedersachsen,2021-02-14,307
Nordrhein-Westfalen,2021-02-14,496
Rheinland-Pfalz,2021-02-14,165
Saarland,2021-02-14,21
Sachsen,2021-02-14,102
Sachsen-Anhalt,2021-02-14,99
Schleswig-Holstein,2021-02-14,99
Thüringen,2021-02-14,135
Baden-Württemberg,2021-02-15,266
Bayern,2021-02-15,414
Berlin,2021-02-15,282
Brandenburg,2021-02-15,88
Bremen,2021-02-15,18
Hamburg,2021-02-15,81
Hessen,2021-02-15,205
Mecklenburg-Vorpommern,2021-02-15,66
Niedersachsen,2021-02-15,271
Nordrhein-Westfalen,2021-02-15,566
Rheinland-Pfalz,2021-02-15,151
Saarland,2021-02-15,53
Sachsen,2021-02-15,246
Sachsen-Anhalt,2021-02-15,143
Schleswig-Holstein,2021-02-15,114
Thüringen,2021-02-15,186
Baden-Württemberg,2021-02-16,603
Bayern,2021-02-16,959
Berlin,2021-02-16,285
Brandenburg,2021-02-16,228
Bremen,2021-02-16,59
Hamburg,2021-02-16,77
Hessen,2021-02-16,459
Mecklenburg-Vorpommern,2021-02-16,161
Niedersachsen,2021-02-16,629
Nordrhein-Westfalen,2021-02-16,1089
Rheinland-Pfalz,2021-02-16,266
Saarland,2021-02-16,61
Sachsen,2021-02-16,341
Sachsen-Anhalt,2021-02-16,230
Schleswig-Holstein,2021-02-16,191
Thüringen,2021-02-16,366
Baden-Württemberg,2021-02-17,635
Bayern,2021-02-17,1108
Berlin,2021-02-17,318
Brandenburg,2021-02-17,249
Bremen,2021-02-17,59
Hamburg,2021-02-17,100
Hessen,2021-02-17,509
Mecklenburg-Vorpommern,2021-02-17,145
Niedersachsen,2021-02-17,646
Nordrhein-Westfalen,2021-02-17,1191
Rheinland-Pfalz,2021-02-17,290
Saarland,2021-02-17,98
Sachsen,2021-02-17,358
Sachsen-Anhalt,2021-02-17,210
Schleswig-Holstein,2021-02-17,192
Thüringen,2021-02-17,379
Baden-Württemberg,2021-02-18,725
Bayern,2021-02-18,870
Berlin,2021-02-18,289
Brandenburg,2021-02-18,223
Bremen,2021-02-18,38
Hamburg,2021-02-18,79
Hessen,2021-02-18,470
Mecklenburg-Vorpommern,2021-02-18,126
Niedersachsen,2021-02-18,579
Nordrhein-Westfalen,2021-02-18,1170
Rheinland-Pfalz,2021-02-18,330
Saarland,2021-02-18,75
Sachsen,2021-02-18,315
Sachsen-Anhalt,2021-02-18,219
Schleswig-Holstein,2021-02-18,197
Thüringen,2021-02-18,340
Baden-Württemberg,2021-02-19,659
Bayern,2021-02-19,882
Berlin,2021-02-19,268
Brandenburg,2021-02-19,195
Bremen,2021-02-19,32
Hamburg,2021-02-19,96
Hessen,2021-02-19,389
Mecklenburg-Vorpommern,2021-02-19,147
Niedersachsen,2021-02-19,569
Nordrhein-Westfalen,2021-02-19,1020
Rheinland-Pfalz,2021-02-19,289
Saarland,2021-02-19,78
Sachsen,2021-02-19,278
Sachsen-Anhalt,2021-02-19,193
Schleswig-Holstein,2021-02-19,211
Thüringen,2021-02-19,311
Baden-Württemberg,2021-02-20,656
Bayern,2021-02-20,759
Berlin,2021-02-20,139
Brandenburg,2021-02-20,180
Bremen,2021-02-20,40
Hamburg,2021-02-20,69
Hessen,2021-02-20,395
Mecklenburg-Vorpommern,2021-02-20,82
Niedersachsen,2021-02-20,565
Nordrhein-Westfalen,2021-02-20,980
Rheinland-Pfalz,2021-02-20,275
Saarland,2021-02-20,63
Sachsen,2021-02-20,266
Sachsen-Anhalt,2021-02-20,165
Schleswig-Holstein,2021-02-20,161
Thüringen,2021-02-20,233
Baden-Württemberg,2021-02-21,230
Bayern,2021-02-21,467
Berlin,2021-02-21,11
Brandenburg,2021-02-21,56
Bremen,2021-02-21,17
Hamburg,2021-02-21,82
Hessen,2021-02-21,96
Mecklenburg-Vorpommern,2021-02-21,49
Niedersachsen,2021-02-21,191
Nordrhein-Westfalen,2021-02-21,506
Rheinland-Pfalz,2021-02-21,178
Saarland,2021-02-21,30
Sachsen,2021-02-21,102
Sachsen-Anhalt,2021-02-21,92
Schleswig-Holstein,2021-02-21,91
Thüringen,2021-02-21,135
Baden-Württemberg,2021-02-22,306
Bayern,2021-02-22,384
Berlin,2021-02-22,295
Brandenburg,2021-02-22,111
Bremen,2021-02-22,23
Hamburg,2021-02-22,81
Hessen,2021-02-22,246
Mecklenburg-Vorpommern,2021-02-22,47
Niedersachsen,2021-02-22,299
Nordrhein-Westfalen,2021-02-22,589
Rheinland-Pfalz,2021-02-22,146
Saarland,2021-02-22,51
Sachsen,2021-02-22,206
Sachsen-Anhalt,2021-02-22,128
Schleswig-Holstein,2021-02-22,88
Thüringen,2021-02-22,175
Baden-Württemberg,2021-02-23,757
Bayern,2021-02-23,1029
Berlin,2021-02-23,314
Brandenburg,2021-02-23,218
Bremen,2021-02-23,51
Hamburg,2021-02-23,96
Hessen,2021-02-23,487
Mecklenburg-Vorpommern,2021-02-23,172
Niedersachsen,2021-02-23,628
Nordrhein-Westfalen,2021-02-23,1126
Rheinland-Pfalz,2021-02-23,252
Saarland,2021-02-23,86
Sachsen,2021-02-23,388
Sachsen-Anhalt,2021-02-23,207
Schleswig-Holstein,2021-02-23,218
Thüringen,2021-02-23,334
Baden-Württemberg,2021-02-24,791
Bayern,2021-02-24,1126
Berlin,2021-02-24,352
Brandenburg,2021-02-24,249
Bremen,2021-02-24,45
Hamburg,2021-02-24,86
Hessen,2021-02-24,499
Mecklenburg-Vorpommern,2021-02-24,146
Niedersachsen,2021-02-24,675
Nordrhein-Westfalen,2021-02-24,1411
Rheinland-Pfalz,2021-02-24,334
Saarland,2021-02-24,96
Sachsen,2021-02-24,422
Sachsen-Anhalt,2021-02-24,253
Schleswig-Holstein,2021-02-24,201
Thüringen,2021-02-24,431
Baden-Württemberg,2021-02-25,769
Bayern,2021-02-25,1032
Berlin,2021-02-25,331
Brandenburg,2021-02-25,245
Bremen,2021-02-25,44
Hamburg,2021-02-25,99
Hessen,2021-02-25,459
Mecklenburg-Vorpommern,2021-02-25,134
Niedersachsen,2021-02-25,622
Nordrhein-Westfalen,2021-02-25,1176
Rheinland-Pfalz,2021-02-25,339
Saarland,2021-02-25,97
Sachsen,2021-02-25,359
Sachsen-Anhalt,2021-02-25,214
Schleswig-Holstein,2021-02-25,200
Thüringen,2021-02-25,352
Baden-Württemberg,2021-02-26,695
Bayern,2021-02-26,1009
Berlin,2021-02-26,340
Brandenburg,2021-02-26,181
Bremen,2021-02-26,43
Hamburg,2021-02-26,87
Hessen,2021-02-26,495
Mecklenburg-Vorpommern,2021-02-26,149
Niedersachsen,2021-02-26,612
Nordrhein-Westfalen,2021-02-26,1095
Rheinland-Pfalz,2021-02-26,267
Saarland,2021-02-26,91
Sachsen,2021-02-26,312
Sachsen-Anhalt,2021-02-26,215
Schleswig-Holstein,2021-02-26,208
Thüringen,2021-02-26,344
Baden-Württemberg,2021-02-27,672
Bayern,2021-02-27,911
Berlin,2021-02-27,115
Brandenburg,2021-02-27,146
Bremen,2021-02-27,37
Hamburg,2021-02-27,64
Hessen,2021-02-27,377
Mecklenburg-Vorpommern,2021-02-27,133
Niedersachsen,2021-02-27,488
Nordrhein-Westfalen,2021-02-27,945
Rheinland-Pfalz,2021-02-27,243
Saarland,2021-02-27,66
Sachsen,2021-02-27,273
Sachsen-Anhalt,2021-02-27,195
Schleswig-Holstein,2021-02-27,158
Thüringen,2021-02-27,263
Baden-Württemberg,2021-02-28,327
Bayern,2021-02-28,530
Berlin,2021-02-28,25
Brandenburg,2021-02-28,66
Bremen,2021-02-28,25
Hamburg,2021-02-28,89
Hessen,2021-02-28,144
Mecklenburg-Vorpommern,2021-02-28,28
